City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Leningradskiy,RU,69.3833,178.4167,6.71,95,100,15.48,light snow
464,Sinnamary,GF,5.3833,-52.95,78.55,83,91,10.4,overcast clouds
465,Karad,IN,17.2833,74.2,68.9,51,40,6.29,scattered clouds
466,Kandy,LK,7.2955,80.6356,72.05,66,100,1.54,overcast clouds
467,Seoul,KR,37.5683,126.9778,60.37,44,0,2.3,clear sky
468,Maniitsoq,GL,65.4167,-52.9,24.4,66,100,3.13,overcast clouds
469,Sola,VU,-13.8833,167.55,84.87,74,5,0.0,clear sky
470,Bonthe,SL,7.5264,-12.505,77.56,84,95,2.86,overcast clouds
471,Karasjok,NO,69.4719,25.5112,16.79,86,60,3.49,broken clouds
472,Kalvarija,LT,54.4,23.2333,25.5,91,99,12.21,overcast clouds
473,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.68,84,82,1.32,broken clouds
474,Pizarro,CO,4.9533,-77.366,75.58,95,100,4.61,moderate rain
475,Kemijarvi,FI,66.7131,27.4306,14.99,87,13,2.53,few clouds
476,Kloulklubed,PW,7.0419,134.2556,77.5,81,96,12.21,light rain
477,Port Macquarie,AU,-31.4333,152.9167,69.89,53,41,14.99,scattered clouds
478,Balkanabat,TM,39.5108,54.3671,55.92,76,56,5.84,broken clouds
479,Ballitoville,ZA,-29.539,31.2144,70.25,88,75,1.14,light rain
480,Lusaka,ZM,-15.4067,28.2871,69.24,53,25,8.79,scattered clouds
481,Tilichiki,RU,60.4667,166.1,6.12,93,35,6.53,scattered clouds
482,Fandriana,MG,-20.2333,47.3833,61.79,87,100,2.35,overcast clouds
483,Sorland,NO,67.667,12.6934,44.46,52,45,8.9,scattered clouds
484,Tallahassee,US,30.4383,-84.2807,46.6,79,0,3.44,clear sky
485,Roebourne,AU,-20.7833,117.1333,82.62,26,42,12.8,scattered clouds
486,Robertsport,LR,6.7533,-11.3686,77.76,83,65,0.89,broken clouds
487,Lazi,UA,48.0667,24.2333,37.6,100,100,3.91,overcast clouds
488,Berlevag,NO,70.8578,29.0864,37.2,87,100,5.75,overcast clouds
489,Cedar City,US,37.6775,-113.0619,32.4,59,0,4.61,clear sky
490,Pelym,RU,61.0108,61.9978,-2.79,88,64,4.03,broken clouds
491,Omsukchan,RU,62.5333,155.8,-12.01,95,100,5.68,overcast clouds
492,Byron Bay,AU,-28.65,153.6167,75.7,53,12,9.28,few clouds
493,Vardo,NO,70.3705,31.1107,39.18,65,100,2.3,overcast clouds
494,Kyra,RU,49.5776,111.9753,26.98,61,100,2.91,overcast clouds
495,Chifeng,CN,42.2683,118.9636,38.7,56,100,1.79,overcast clouds
496,Ampanihy,MG,-24.7,44.75,68.68,85,0,4.59,clear sky
497,Gazanjyk,TM,39.2446,55.5154,56.88,74,98,8.32,overcast clouds
498,Nuuk,GL,64.1835,-51.7216,22.87,79,100,11.99,overcast clouds
499,Esmeraldas,BR,-19.7625,-44.3139,68.86,91,91,5.32,overcast clouds
500,Mankera,PK,31.3866,71.4407,65.88,25,65,4.09,broken clouds
501,Ust-Ilimsk,RU,58.0006,102.6619,6.75,89,65,6.8,broken clouds
502,Oda,JP,35.1833,132.5,59.77,47,0,4.07,clear sky
503,Yar-Sale,RU,66.8333,70.8333,14.67,83,72,20.2,broken clouds
504,Churapcha,RU,62.0025,132.4325,-6.77,95,100,5.28,overcast clouds
505,Gamba,GA,-2.65,10.0,73.89,92,99,3.33,overcast clouds
506,Krasnoselkup,RU,65.7,82.4667,7.99,93,100,27.98,light snow
507,Teya,RU,60.3778,92.6267,-10.71,96,100,5.06,overcast clouds
508,Petrozavodsk,RU,61.7849,34.3469,26.06,79,11,4.47,few clouds
509,Grand-Santi,GF,4.25,-54.3833,73.6,90,79,2.66,broken clouds
510,Vung Tau,VN,10.346,107.0843,82.99,74,77,3.33,broken clouds
511,Chara,RU,56.9064,118.2631,14.16,78,76,1.07,broken clouds
512,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,40,0,9.22,clear sky
513,Hongjiang,CN,27.11,109.9956,57.24,93,100,2.42,overcast clouds
514,Isla Vista,US,34.4133,-119.861,61.45,62,0,0.0,clear sky
515,Kanniyakumari,IN,8.0833,77.5667,78.84,70,100,13.35,overcast clouds
516,Canto Do Buriti,BR,-8.11,-42.9444,80.83,51,97,2.77,overcast clouds
517,Atasu,KZ,48.6814,71.6433,12.7,92,86,6.58,overcast clouds
518,Bull Savanna,JM,17.8868,-77.5902,75.29,86,100,4.9,overcast clouds
519,Aquiraz,BR,-3.9014,-38.3911,80.69,76,30,9.78,scattered clouds
520,Lafiagi,NG,8.8667,5.4167,74.53,44,14,1.88,few clouds
521,Shingu,JP,33.7333,135.9833,62.42,53,0,5.1,clear sky
522,Boguchany,RU,58.3814,97.4531,0.46,93,13,2.95,few clouds
523,Dalbeattie,GB,54.9328,-3.8227,46.83,91,100,9.89,overcast clouds
524,Marsala,IT,37.7966,12.4352,66.94,94,40,10.36,scattered clouds
525,Puerto Leguizamo,CO,-0.1934,-74.7819,71.51,93,65,1.99,broken clouds
526,Muli,MV,2.9167,73.5667,81.7,78,100,16.02,overcast clouds
527,Placerville,US,38.7296,-120.7986,52.16,65,0,4.61,clear sky
528,Half Moon Bay,US,37.4636,-122.4286,57.61,67,0,14.97,clear sky
529,Green River,US,41.5286,-109.4662,17.98,65,100,11.99,overcast clouds
530,Mbeya,TZ,-8.9,33.45,58.53,86,100,3.44,overcast clouds
531,Whitehorse,CA,60.7161,-135.0538,14.77,85,100,2.3,light snow
532,Baijiantan,CN,45.6333,85.1833,32.52,51,100,8.72,overcast clouds
533,Yulara,AU,-25.2406,130.9889,86.41,40,65,23.02,broken clouds
534,Barcelona,ES,41.3888,2.159,63.32,64,0,12.66,clear sky
535,Esperance,AU,-33.8667,121.9,63.95,44,54,10.67,broken clouds
536,Parrita,CR,9.5201,-84.3225,77.11,87,50,2.26,scattered clouds
537,College,US,64.8569,-147.8028,15.58,87,20,0.0,few clouds
538,Inongo,CD,-1.95,18.2667,69.13,99,98,1.81,moderate rain
539,Parana,AR,-31.732,-60.5238,81.55,51,0,8.66,clear sky
540,Sept-Iles,CA,50.2001,-66.3821,24.8,84,75,10.36,broken clouds
541,Kinna,SE,57.5073,12.6946,37.74,75,100,9.82,overcast clouds
542,Deder,ET,9.3167,41.45,55.4,59,49,0.96,scattered clouds
543,Votkinsk,RU,57.0486,53.9872,15.1,82,79,7.61,broken clouds
544,Ibra,OM,22.6906,58.5334,68.79,69,0,0.87,clear sky
545,Funadhoo,MV,6.15,73.2667,81.81,73,18,5.35,few clouds
546,Necochea,AR,-38.5473,-58.7368,56.64,82,77,11.16,light rain
547,Ola,RU,59.5833,151.2833,1.89,74,22,7.05,few clouds
548,Gat,IL,31.61,34.7642,59.4,66,0,3.38,clear sky
549,Indramayu,ID,-6.3264,108.32,83.37,68,100,3.98,overcast clouds
550,Emerald,AU,-23.5333,148.1667,85.33,34,4,5.66,clear sky
551,Ploemeur,FR,47.7333,-3.4333,52.83,86,20,6.91,few clouds
552,Pagudpud,PH,18.5616,120.7868,87.76,65,94,12.46,overcast clouds
553,Saint-Pierre,RE,-21.3393,55.4781,74.91,53,0,4.61,clear sky
554,Kahului,US,20.8947,-156.47,82.42,76,40,8.05,scattered clouds
555,Kyrksaeterora,NO,63.2906,9.0891,35.24,38,78,8.63,broken clouds
556,Zheleznodorozhnyy,RU,55.7503,38.0042,21.72,89,100,10.96,overcast clouds
557,Benguela,AO,-12.5763,13.4055,74.05,81,100,6.49,light rain
558,Udachnyy,RU,66.4167,112.4,-29.51,99,21,4.07,few clouds
559,Manggar,ID,-2.8833,108.2667,81.1,78,100,3.13,moderate rain
560,Shimoda,JP,34.6667,138.95,64.76,64,90,9.51,overcast clouds
561,Sawtell,AU,-30.3833,153.1,70.18,52,75,10.36,broken clouds
562,Galveston,US,29.3669,-94.9669,53.71,76,99,9.82,overcast clouds
563,Salaya,IN,22.3167,69.6,78.37,35,0,5.53,clear sky
564,Reitz,ZA,-27.8014,28.4273,58.35,43,3,3.8,clear sky
565,Vilhena,BR,-12.7406,-60.1458,73.56,73,91,3.53,overcast clouds
566,Lawton,US,34.6087,-98.3903,44.42,65,75,4.61,broken clouds
567,Greenville,US,35.6127,-77.3663,35.13,94,0,0.0,clear sky
568,Saint-Joseph,RE,-21.3667,55.6167,73.78,65,13,4.68,few clouds
569,Lagoa,PT,39.05,-27.9833,60.35,56,42,6.67,scattered clouds
570,Belaya Gora,RU,68.5333,146.4167,-15.48,96,100,4.34,overcast clouds
571,Miguel Auza,MX,24.2933,-103.4503,50.5,58,3,2.19,clear sky
572,Ritchie,ZA,-29.038,24.6028,56.41,19,0,5.93,clear sky
573,Tagusao,PH,9.1924,117.8141,82.2,78,100,9.42,moderate rain
574,Eldorado,BR,-23.7869,-54.2836,67.08,67,0,3.83,clear sky
575,Tadine,NC,-21.55,167.8833,79.5,75,98,8.41,overcast clouds
576,Jiujiang,CN,29.7333,115.9833,65.28,66,79,5.99,broken clouds
577,Mocuba,MZ,-16.8392,36.9856,72.12,95,0,2.75,clear sky
578,Denpasar,ID,-8.65,115.2167,80.26,88,75,3.44,broken clouds
579,Lundazi,ZM,-12.2929,33.1782,65.17,77,3,4.16,clear sky
580,Terracina,IT,41.2863,13.2217,65.93,99,24,2.82,few clouds
581,Yarmouth,US,41.7057,-70.2286,40.01,56,0,24.0,clear sky
582,Mahanoro,MG,-19.9,48.8,73.13,91,100,5.79,light rain
583,Umea,SE,63.8284,20.2597,28.33,93,100,4.61,overcast clouds
584,Mingguang,CN,32.7802,117.9638,58.84,75,100,10.58,overcast clouds
585,Bama,NG,11.5221,13.6856,67.33,47,30,5.21,scattered clouds
586,Hirara,JP,24.8,125.2833,80.87,78,40,9.22,scattered clouds
587,Sokolo,ML,14.7328,-6.1219,74.91,17,83,10.42,broken clouds
588,Lesnikovo,RU,55.2822,65.3175,3.92,93,17,4.0,few clouds
589,Thouars,FR,46.976,-0.2151,44.2,90,5,9.57,clear sky
590,Batticaloa,LK,7.7102,81.6924,76.21,78,100,11.32,overcast clouds
591,Ejura,GH,7.3856,-1.3562,71.02,62,21,4.05,few clouds
592,Savannah Bight,HN,16.45,-85.85,82.08,74,33,13.78,light rain
593,Aktau,KZ,43.65,51.2,34.38,65,7,6.87,clear sky
594,Palu,ID,-0.8917,119.8707,89.64,58,99,2.89,overcast clouds
595,Kuytun,RU,54.3419,101.5036,18.39,72,43,5.41,scattered clouds
596,Yumen,CN,40.2833,97.2,38.59,28,0,20.4,clear sky
597,Kailua,US,21.4022,-157.7394,82.38,84,60,1.99,broken clouds
598,Bereda,ES,43.2686,-7.5406,47.41,100,81,2.33,broken clouds
599,Empalme,MX,27.9667,-110.8167,66.92,47,0,8.23,clear sky
600,Elat,IL,29.5581,34.9482,58.84,88,0,6.91,haze
601,Nantucket,US,41.2835,-70.0995,41.14,65,20,26.04,few clouds
602,Xinqing,CN,48.2333,129.5,31.57,66,88,8.72,overcast clouds
603,Sabzevar,IR,36.2126,57.6819,49.28,87,100,6.91,mist
604,Lufilufi,WS,-13.8745,-171.5986,82.18,69,11,5.08,light rain
605,Acapulco,MX,16.8634,-99.8901,80.42,78,20,5.75,few clouds
606,San Cristobal,VE,7.7669,-72.225,69.98,96,100,2.3,overcast clouds
607,Hilantagaan,PH,11.1943,123.8131,80.4,82,100,15.88,moderate rain
608,Mayo,US,38.8876,-76.5119,39.15,62,0,12.66,clear sky
609,Ust-Tsilma,RU,65.441,52.1498,24.15,94,100,8.95,overcast clouds
610,Hoquiam,US,46.9809,-123.8893,47.01,49,0,11.5,clear sky
611,Buraydah,SA,26.326,43.975,64.85,88,100,14.65,overcast clouds
612,Havre,FR,49.5833,0.3333,49.77,87,75,17.27,heavy intensity rain
613,Oistins,BB,13.0667,-59.5333,80.69,78,40,17.27,scattered clouds
614,Kalabo,ZM,-14.97,22.6814,70.45,69,7,5.44,clear sky
615,Katiola,CI,8.1333,-5.1,74.03,59,3,2.28,clear sky
616,Moussoro,TD,13.6408,16.4901,71.62,21,2,10.33,clear sky
617,Praia Da Vitoria,PT,38.7333,-27.0667,55.65,94,40,5.17,scattered clouds
618,Buala,SB,-8.145,159.5921,83.62,73,83,4.25,light rain
619,Caravelas,BR,-17.7125,-39.2481,72.46,92,100,11.83,overcast clouds
620,Ludvika,SE,60.1496,15.1878,31.8,83,100,6.91,overcast clouds
621,West Wendover,US,40.7391,-114.0733,29.41,80,0,0.0,clear sky
622,Amos,CA,48.5669,-78.1162,16.68,86,100,5.32,light snow
623,Ulaangom,MN,49.9811,92.0667,21.42,87,100,6.31,overcast clouds
624,Caceres,ES,39.522,-6.3748,52.05,90,80,8.57,broken clouds
625,Tornio,FI,65.8481,24.1466,23.02,91,24,5.3,few clouds
626,Girau Do Ponciano,BR,-9.8842,-36.8289,70.05,85,7,6.58,clear sky
627,Jalu,LY,29.0331,21.5482,62.94,32,0,12.03,clear sky
628,Port Hueneme,US,34.1478,-119.1951,61.92,81,0,5.75,clear sky
629,Sobolevo,RU,54.4299,31.8996,21.51,82,89,10.31,overcast clouds
630,Dedovichi,RU,57.5517,29.9502,23.45,87,97,9.51,overcast clouds
631,Dhidhdhoo,MV,6.8833,73.1,82.08,73,23,7.56,few clouds
632,Sambava,MG,-14.2667,50.1667,73.13,87,62,2.15,light rain
633,Tutoia,BR,-2.7619,-42.2744,79.32,81,99,9.66,overcast clouds
634,Edd,ER,13.9297,41.6925,81.77,35,1,14.52,clear sky
635,Kokopo,PG,-4.352,152.2633,85.86,63,90,6.6,overcast clouds
636,Kaeo,NZ,-35.1,173.7833,72.32,74,1,14.25,clear sky
637,Gemena,CD,3.25,19.7667,68.34,99,88,2.04,overcast clouds
638,Sri Aman,MY,1.2376,111.4621,82.45,83,20,0.0,few clouds
639,Ranot,TH,7.7777,100.3213,78.73,85,100,5.48,light rain
640,Tessalit,ML,20.1986,1.0114,67.1,20,88,8.7,overcast clouds
641,Begles,FR,44.8084,-0.5481,48.69,96,40,4.61,scattered clouds
642,Qasigiannguit,GL,68.8193,-51.1922,21.45,93,100,3.71,overcast clouds
643,Okakarara,NA,-20.5833,17.4333,70.56,50,60,3.71,broken clouds
644,Belmonte,BR,-15.8631,-38.8828,73.76,91,100,1.32,light rain
645,Mosquera,CO,4.7059,-74.2302,55.49,94,75,4.61,moderate rain
646,Pervomayskiy,RU,53.2485,40.2871,26.29,96,100,8.75,overcast clouds
647,Tocopilla,CL,-22.092,-70.1979,63.91,79,4,0.72,clear sky
648,Batagay-Alyta,RU,67.8006,130.4114,-17.63,95,100,0.92,overcast clouds
649,Abu Samrah,SY,35.3029,37.1841,56.34,83,5,7.78,clear sky
650,Khorramshahr,IR,30.4397,48.1664,66.15,94,100,4.61,mist
651,Ozuluama,MX,21.6667,-97.85,52.12,94,100,7.65,overcast clouds
652,Adrano,IT,37.6618,14.8348,59.58,73,11,3.83,few clouds
653,Pakxan,LA,18.3778,103.6601,85.53,59,10,3.94,clear sky
654,Chillan,CL,-36.6066,-72.1034,59.32,88,0,4.61,clear sky
655,Auki,SB,-8.7676,160.7034,81.99,80,98,4.74,overcast clouds
656,Yeniseysk,RU,58.4497,92.1703,-7.46,93,58,0.96,broken clouds
657,Apatou,GF,5.155,-54.3472,72.61,97,73,2.3,broken clouds
658,Orchard Homes,US,46.8633,-114.0484,14.14,72,0,3.44,clear sky
659,Walcz,PL,53.2779,16.4712,29.12,69,3,9.24,clear sky
660,Te Anau,NZ,-45.4167,167.7167,61.02,73,99,3.74,light rain
661,Pontianak,ID,-0.0333,109.3333,84.18,84,40,5.75,scattered clouds
662,Cabinda,AO,-5.55,12.2,75.43,79,95,1.1,overcast clouds
663,Luanda,AO,-8.8368,13.2343,77.0,83,75,4.61,broken clouds
664,Qaqortoq,GL,60.7167,-46.0333,18.39,91,100,3.2,light snow
665,Teavaro,PF,-17.5,-149.7667,81.88,69,75,11.5,broken clouds
666,Kattivakkam,IN,13.2167,80.3167,78.89,70,100,13.71,overcast clouds
667,Havoysund,NO,70.9963,24.6622,35.83,77,45,8.1,scattered clouds
668,Wattegama,LK,6.7989,81.4808,75.58,71,100,4.32,overcast clouds
669,Sibsagar,IN,26.9833,94.6333,67.12,70,0,4.7,clear sky
670,Gondanglegi,ID,-7.7479,112.0132,82.96,70,100,7.02,overcast clouds
671,Hargeysa,SO,9.56,44.065,57.72,96,24,8.75,few clouds
672,Sorong,ID,-0.8833,131.25,84.09,73,100,4.54,overcast clouds
673,Cherepovets,RU,59.1333,37.9,13.82,85,75,4.47,broken clouds
674,Port Hedland,AU,-20.3167,118.5667,84.25,39,1,18.41,clear sky
675,Avera,US,33.194,-82.5271,36.91,50,6,6.69,clear sky
676,Mareeba,AU,-17.0,145.4333,93.43,49,35,10.29,scattered clouds
677,Sao Joao Da Barra,BR,-21.6403,-41.0511,67.82,84,23,11.95,few clouds
678,Greencastle,US,39.6445,-86.8647,33.66,72,100,9.22,snow
679,Roald,NO,62.5833,6.1333,50.14,27,38,16.11,scattered clouds
680,Kibala,TD,9.1104,18.3463,66.15,88,0,2.3,clear sky
681,Camalu,MX,30.85,-116.0667,61.07,42,94,3.8,overcast clouds
682,Kapoeta,SS,4.7717,33.5903,75.47,66,57,7.09,light rain
683,Zyryanka,RU,65.75,150.85,-18.67,94,100,9.78,overcast clouds
684,Bozoum,CF,6.3193,16.3799,67.03,52,92,2.51,overcast clouds
685,Malanje,AO,-9.5402,16.341,61.09,90,99,1.43,overcast clouds
686,Hanna,CA,51.6334,-111.9018,3.85,76,83,3.0,broken clouds
687,Sangar,RU,63.9242,127.4739,-6.7,96,100,11.52,light snow
688,Ilebo,CD,-4.3167,20.5833,68.02,100,51,1.81,broken clouds
689,Sault Sainte Marie,CA,46.5168,-84.3333,25.09,68,100,4.61,overcast clouds
690,Morondava,MG,-20.2833,44.2833,77.32,54,0,2.73,clear sky
691,Bodo,NO,67.28,14.405,41.04,39,12,16.11,few clouds
692,Port Moresby,PG,-9.4431,147.1797,92.62,59,40,11.5,haze
693,Christchurch,NZ,-43.5333,172.6333,61.32,93,100,9.22,mist
694,Oga,IT,46.4631,10.347,36.14,98,100,1.63,overcast clouds
695,Avram Iancu,RO,46.3833,22.7833,39.45,95,100,1.36,overcast clouds
696,Kavaratti,IN,10.5669,72.642,82.49,62,7,9.51,clear sky
697,Teodoro Sampaio,BR,-22.5325,-52.1675,67.37,49,0,9.06,clear sky
